description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"@apparentlymart I think I figured out a way to get the outputs in the structure, from within the `dev` directory I now run `terraform output --module=main`",,,,,,Anecdotal,comment,,,,,,,,2018-08-26,github/davidgoate,https://github.com/hashicorp/terraform/issues/18632#issuecomment-416043019,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"It also can help in automation when you want to run terraform init from operational directory, instead of going to each directory of the project.",,,,,,Anecdotal,comment,,,,,,,,2019-01-16,github/vasilij-icabbi,https://github.com/hashicorp/terraform/issues/18632#issuecomment-454983247,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"Does there exist a repo on github (or elsewhere) that demonstrates this layout by @apparentlymart (either an example repo or a real-thing)? I'm diving into a new AWS project as a newbie, and while trawling for info on how to organize my terraform code while handling multiple environments I ran across this issue. The examples given are a great start, but if I could see a non-trivial example of this in action, it would help immensely.",,,,,,Anecdotal,comment,,,,,,,,2019-01-30,github/abeluck,https://github.com/hashicorp/terraform/issues/18632#issuecomment-458976559,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"I think a general challenge with showing ""full examples"" for something like this is that they necessarily involve making some decisions that are not really relevant to the pattern and can distract from the point being made. Defining environments in Terraform involves deciding what an environment is ""made of"" in your organization, which is a subjective architectural decision separate from how the Terraform configurations for representing those environments are organized. With that said, in a pri…",,,,,,Anecdotal,comment,,,,,,,,2019-01-30,github/apparentlymart,https://github.com/hashicorp/terraform/issues/18632#issuecomment-459042268,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"I've been sent this issue and after reviewing, I'm don't agree with the below statement. > I'd actually recommend a different layout as a ""**best practice**"": > > ``` > environments/ > |-- dev/ # dev configuration > |-- dev.tf > |-- prod/ # prod configuration > |-- prod.tf > resources/ # shared module for elements common to all environments > |-- main.tf > ``` What this is suggesting is managing multiple tf files per environment. This being stated as best practice is a concern as it really seem…",,,,,,Anecdotal,comment,,,,,,,,2019-03-26,github/olileach,https://github.com/hashicorp/terraform/issues/18632#issuecomment-476801530,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"You can mitigate that concern by making sure that each environment module contains only a `backend` configuration and a single `module` block with the same source in each environment. Then the environment modules contain only the information that is actually different between the environments, and the shared module contains the common elements. How similar the environments are is ultimately up to you.",,,,,,Anecdotal,comment,,,,,,,,2019-03-27,github/apparentlymart,https://github.com/hashicorp/terraform/issues/18632#issuecomment-476961041,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"@apparentlymart - this is indeed what I do now, however its a bit more complicated than that - You need to have at a minimum, `backend.tf`, single `module` block, `variable` declarations and `provider` declarations. Hmm, well I guess you can define `providers within the module actually, but the variables are needed. This can be condensed into a single file, but the previous tfvars collections of file look and feel so much better, I've gone back to using them this way, and wrapping terraform aga…",,,,,,Anecdotal,comment,,,,,,,,2019-06-05,github/gtmtech,https://github.com/hashicorp/terraform/issues/18632#issuecomment-499131144,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"Is possible to achieve something like this, similar code but able to run it independently for each region/env and dynamic backend setup using the variable `TF_DATA_DIR` to use `.terraform-REGION-ENV` instead of `.terraform` and additional backend setup running terraform init like ```sh TF_DATA_DIR=.terraform-$(MY_REGION) terraform init \ -backend-config=""region=$(MY_REGION)""` \ -backend-config=""bucket=$(BUCKET_NAME)"" \ . . . ```",,,,,,Anecdotal,comment,,,,,,,,2024-04-04,github/julian-alarcon,https://github.com/hashicorp/terraform/issues/18632#issuecomment-2036465697,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"Make Terraform workspaces explicit ## The problem I am facing I use and love Tf workspaces, but the problem I see is that they are **implicit**: the behavior of terraform depends on the last `terraform workspace select`. Consider the following. In the same directory, the effects of the `terraform apply` depends on the current, implicit workspace: ```console terraform workspace select foo ... hack hack hack ... terraform apply ``` ```console terraform workspace select bar ... hack hack hack ... …",,,,,,Anecdotal,issue,,,,,,,,2018-01-24,github/marco-m,https://github.com/hashicorp/terraform/issues/17185,repo: hashicorp/terraform | keyword: best practice | state: open
"Hi @marco-m! Thanks for this feature request. The current usage model for workspaces was modeled after git branches, with `terraform workspace select <name>` being an approximate analog to `git checkout <name>`. However, I do see your point that it can make it hard to understand the context in which a command was run when e.g. preparing for an outage retrospective, and indeed Terraform does _not_ have a corresponding feature to `git reflog` to see a history of changes to the working directory's…",,,,,,Anecdotal,comment,,,,,,,,2018-01-27,github/apparentlymart,https://github.com/hashicorp/terraform/issues/17185#issuecomment-361011986,repo: hashicorp/terraform | issue: Make Terraform workspaces explicit | keyword: best practice
"Hello @apparentlymart, thanks for the detailed answer, I appreciate the explanation and the suggestions. I agree that at the end terraform should be invoked from a CI system, and this is my final goal. On the other hand, I am using terraform to bootstrap also the CI system, so I have a chicken and egg problem until I arrive there :-)",,,,,,Anecdotal,comment,,,,,,,,2018-01-27,github/marco-m,https://github.com/hashicorp/terraform/issues/17185#issuecomment-361013714,repo: hashicorp/terraform | issue: Make Terraform workspaces explicit | keyword: best practice
"Using Terraform to deploy your automation for Terraform is definitely an interesting challenge! It's true that this means there's always at least one Terraform configuration that _isn't_ managed in your CI. In my own experience doing this (in a previous role, before I joined HashiCorp) we just accepted that this one configuration was managed outside of our usual process, and took steps to make sure that mistakes here couldn't possibly affect our ""real"" production systems, such as deploying it o…",,,,,,Anecdotal,comment,,,,,,,,2018-01-28,github/apparentlymart,https://github.com/hashicorp/terraform/issues/17185#issuecomment-361105575,repo: hashicorp/terraform | issue: Make Terraform workspaces explicit | keyword: best practice
